chr8	67344734	67344877
chr8	67687408	67687564
chr8	68255947	68256196
chr8	70747035	70747363
chr8	71308011	71308187
chr8	71314193	71314383
chr8	71315543	71315696
chr8	74207273	74207477
chr8	74791245	74791413
chr8	74903774	74903925
chr8	75080878	75080988
chr8	75232655	75232933
chr8	75233293	75233393
chr6	52268572	52268772
chr6	52369391	52369518
chr6	52382423	52382635
chr6	72129600	72129928
chr6	64281709	64281845
chr6	64237640	64237838
chr6	56819519	56819652
chr6	56708330	56708590
chr6	56698299	56698484
chr6	56681400	56681511
chr6	56559441	56560289
chr2	131113884	131114116
chr2	131792515	131792692
chr2	129105636	129105848
chr2	129075790	129075899
chr2	129062965	129063222
chr2	128848677	128848937
chr2	97482302	97482884
chr2	97505383	97505545
chr2	97523659	97523882
chr2	97573561	97573705
chr2	98612698	98612830
chr2	99178794	99179016
chr2	99757702	99758280
chr2	99797385	99797563
chr2	99952814	99952949
chr2	99953677	99953865
chr2	100105851	100106110
chr2	100517029	100517503
chr2	101924641	101924803
chr2	102018944	102019079
chr2	102273506	102273997
chr2	102313882	102314020
chr2	102369317	102369466
chr2	102445993	102446181
chr2	103099823	103099987
chr2	103449634	103449836
chr2	104405914	104406047
chr2	105946359	105946553
chr2	105979735	105979931
chr2	106020679	106020842
chr2	106027072	106027259
chr2	106114781	106114896
chr2	106132236	106132416
chr2	106362631	106362759
chr2	106473759	106473872
chr13	103248616	103249373
chr13	103451100	103451201
chr13	103451270	103451375
chr13	103498144	103498384
chr2	192542699	192542965
chr2	198049817	198049988
chr2	198158691	198158820
chr2	198175565	198175688
chr2	198364945	198365071
chr2	198569917	198570329
chr2	198716882	198717064
chr2	201390880	201391067
chr2	201451621	201452236
chr2	201647423	201647592
chr2	201677194	201677461
chr2	201936033	201936159
chr2	201936397	201936497
chr2	202793345	202793460
chr2	202898845	202898995
chr2	202899293	202899466
chr2	203240949	203241114
chr2	203242234	203242473
chr2	203879616	203879733
chr2	204400045	204400232
chr2	204439658	204439799
chr2	204515620	204515820
chr2	208030996	208031154
chr2	208394523	208394799
chr2	208395337	208395502
chr2	208576235	208576364
chr2	208689934	208690068
chr2	209130954	209131096
chr2	211257463	211257565
chr2	211341378	211341538
chr2	213401701	213401976
chr2	215674626	215674767
chr2	216176500	216176660
chr2	216839363	216839540
chr2	216878313	216878449
chr2	216882222	216882378
chr2	217291809	217292267
chr2	217302638	217302857
chr2	217404861	217405012
chr2	217694335	217694437
chr2	218621157	218621353
chr2	218694219	218694423
chr2	218696907	218697122
chr2	218706686	218706897
chr2	218719911	218720006
chr2	218724233	218724445
chr2	218752961	218753135
chr2	218766955	218767137
chr2	218770163	218770334
chr2	218770715	218770838
chr2	218785594	218786000
chr2	218787706	218787846
chr2	218796854	218797080
chr2	218804052	218804210
chr2	218804699	218804906
chr2	218808560	218808878
chr2	218815158	218815271
chr2	218818331	218818448
chr2	218819637	218820080
chr2	218844794	218844991
chr2	218857096	218857259
chr2	218858269	218858440
chr2	218882613	218882766
chr2	218883214	218883325
chr2	218891619	218891803
chr2	219081715	219081939
chr2	219082313	219082578
chr2	219134841	219134953
chr2	219147453	219147666
chr2	219187983	219188138
chr2	219260994	219261201
chr2	219271102	219271405
chr2	219524317	219524593
chr2	219575602	219575750
chr2	219757452	219757821
chr2	219972713	219972849
chr2	219994476	219994589
chr2	220041507	220041956
chr2	220042781	220043117
chr2	220118655	220118808
chr2	220144338	220144522
chr2	220146839	220146938
chr2	220252515	220252643
chr2	220282074	220282292
chr2	220283125	220283259
chr2	220295424	220295622
chr2	220299460	220299602
chr2	220304325	220304467
chr2	220305570	220305750
chr2	220317646	220318032
chr2	220324519	220324715
chr2	220334266	220334387
chr2	220406655	220406873
chr2	220435268	220435494
chr2	220492293	220492422
chr2	220495479	220495614
chr2	220871035	220871239
chr2	220954935	220955099
chr2	222436293	222436448
chr2	223184391	223184549
chr2	223858971	223859078
chr2	227660101	227660213
chr2	227664007	227664130
chr2	227752823	227753268
chr2	228029183	228029301
chr2	228092819	228093080
chr2	228270994	228271255
chr2	228328556	228328698
chr2	230579788	230579922
chr2	231555293	231555492
chr2	231577464	231577575
chr2	231902602	231902750
chr2	231911945	231912244
chr2	232329207	232329308
chr2	232486211	232486426
chr2	232507520	232507704
chr2	232571757	232571971
chr2	232572321	232572439
chr2	232572558	232572734
chr2	232572916	232573075
chr2	232574646	232574817
chr2	232790078	232790196
chr2	233415306	233415434
chr2	234297956	234298136
chr2	235346679	235346806
chr2	235405905	235406180
chr2	235905530	235905635
chr2	235908479	235908582
chr2	235936238	235936472
chr2	236402538	236402701
chr2	236403779	236403908
chr2	236585986	236586145
chr2	237478887	237479012
chr2	237485592	237485852
chr2	237519958	237520127
chr2	238176640	238176741
chr2	238178290	238178400
chr2	238316485	238316613
chr2	238552241	238552399
chr2	238552946	238553100
chr2	238670933	238671052
chr2	238804393	238804558
chr2	238804793	238804925
chr2	238806990	238807236
chr2	239149511	239149758
chr2	239197276	239197489
chr2	239949419	239949724
chr2	240250402	240250562
chr2	240322727	240322862
chr2	241180203	241180412
chr2	241227319	241227445
chr2	241309587	241309775
chr2	241375093	241375263
chr2	241500483	241500761
chr2	241508152	241508290
chr2	241758094	241758218
chr2	241938199	241938331
chr2	242088803	242089052
chr2	242254664	242254820
chr2	242255201	242255562
chr2	242295500	242295625
chr2	242497957	242498117
chr2	242576807	242577098
chr2	242626088	242626193
chr5	102595086	102595612
chr5	102594143	102594356
chr5	102455881	102456102
chr5	102455504	102455614
chr5	102201396	102201567
chr5	102100327	102100438
chr18	60118445	60118563
chr18	60152884	60153042
chr18	60189748	60189982
chr18	60190253	60190494
chr18	60213423	60213562
chr18	60383446	60383642
chr18	61034306	61034722
chr18	61264364	61264523
chrY	15398599	15398809
chr2	122247886	122248028
chr2	121555286	121555452
chr2	121324348	121324469
chr2	120776668	120776875
chr2	120108329	120108496
chr2	119981175	119981392
chr2	118845663	118845922
chr2	114647444	114647549
chr2	114543046	114543254
chr2	133427646	133427744
chr2	134007953	134008199
chr2	134024269	134024387
chr2	135676942	135677073
chr2	136289048	136289177
chr1	207243631	207243731
chr1	207224845	207224992
chr1	207199369	207199495
chr1	206896462	206896727
chr1	206878678	206878851
chr1	206845961	206846115
chr1	206837444	206837567
chr1	206578225	206578331
chr1	206485417	206485549
chr1	143912657	143912822
chr1	205782186	205782340
chr1	205647928	205648146
chr1	205538060	205538241
